,listing_id,address,property_type,property_link,price_per_month,featured_property,dates_available,furnishing,description,longitude,latitude,initial_scrape_date,most_recent_scrape_date,Bermondsey,Borough,Elephant & Castle,London Bridge,Queens Road (Peckham),Rotherhithe,South Bermondsey,Surrey Quays,Wapping
91,44029083,"Albany Road, London SE5",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/44029083,"£1,517 pcm",,,Furnished,"Beresford Residential are delighted to offer this modern and spacious, two bedroom apartment which is situated on the ground floor of this new build development. Located next to Burgess Park this property is well situated for quick and easy access to the city and walking distance to Kennington, Elephant and Castle and South Bermondsey. The apartment consists of two bedrooms, a spacious living room, a separate kitchen and a three piece bathroom. The property also comes with private allocated off street parking.",-0.077343,51.487617,19/12/2018,19/12/2018,0.9 miles,,,,,,1.0 mile,,
92,47510568,"Crosby Row, London Bridge SE1",2 bed duplex to rent,https://www.zoopla.co.uk/to-rent/details/47510568,"£1,733 pcm",,12th Jul 2018,Furnished or unfurnished,"A spacious two double bedroom recently refurbished split level apartment within minutes walk of either London Bridge or Borough station.The property offers 2 double bedrooms, spacious open plan living area with a fitted kitchen, bathroom with bath & shower attachment, double glazing and gas central heating.",-0.088637,51.501363,19/12/2018,19/12/2018,,0.2 miles,,0.3 miles,,,,,
93,47130451,"Towerbridge Rd, Bermondsey SE1",2 bed maisonette to rent,https://www.zoopla.co.uk/to-rent/details/47130451,"£1,694 pcm",,29th Mar 2018,Unfurnished,Large 2 bedroomed maisonette SE1 4TP only £1695Two Bedroom ApartmentSplit LevelLarge Eat In KitchenStudy/Guest RoomGreat Condition ThroughoutClose To AmenitiesSeparate KitchenFurnishedAvailable April 2018Tower Bridge RoadBedroom 1: Bedroom 1: Front:,-0.082209,51.496258,19/12/2018,19/12/2018,,0.6 miles,,0.6 miles,,,,,
94,45258556,"Grange Road, London Bridge SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/45258556,"£1,647 pcm",,17th Oct 2017,Furnished,"A purpose built development on Grange Road close to Spa Road within reach of, London Bridge, Bermondsey and with excellent bus routes.The apartment offers 2 double bedrooms (1 en-suite), good sized family bathroom, fully fitted kitchen and reception. The property is close to local amenities with excellent transport links into the City. Perfect for sharers or a couple.",-0.07784,51.495656,19/12/2018,19/12/2018,0.6 miles,,,0.7 miles,,,,,
95,45005429,"Darwin Street, Borough SE17",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/45005429,"£1,300 pcm",,16th May 2018,Furnished,"A beautifully presented one double bedroom Victorian conversion flat set on the ground floor boasting a spacious reception room, a modern fully fitted separate kitchen and a three piece bathroom suite.Further benefits include a private rear garden, wood floors, own private entrance and is offered fully furnished.The property is conveniently located on a quiet tree-lined street at the bottom of Great Dover Street, SE1 within walking distance to Borough, London Bridge and Elephant & Castle Tube/rail stations.Borough Market, Bermondsey Market, M&S, Sainsbury's and Lidl are also within a short walk.",-0.086036,51.49329,19/12/2018,19/12/2018,,0.6 miles,0.6 miles,,,,,,
96,41085886,"Mason Street, Borough SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/41085886,"£1,733 pcm",,24th Aug 2016,Furnished or unfurnished,"A beautifully presented split level one bedroom apartment set within a gated Victorian school conversion just south of Borough station.The property spans over 500 sq ft, and comprises of a large open plan kitchen/reception area, with stairs leading to a large mezzanine sleeping area and a sleek modern bathroom suite with rolltop bath.Further benefits include a large communal roof terrace with fantastic views of the Shard, ample storage and secure gated parking.",-0.08468,51.492989,19/12/2018,19/12/2018,,0.7 miles,0.6 miles,,,,,,
97,30476267,"White's Grounds, London Bridge SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/30476267,"£1,473 pcm",,1st Jun 2014,Furnished,"A beautiful one double bedroom apartment just off Bermondsey Street and London Bridge mainline stations.The flat is situated on the first floor of a contemporary building.Decent sized lounge with abundance of natural light, separate fitted kitchen, dish washer/ wash & dryer, decent sized bedroom, new bathroom.Available now!",-0.08061,51.501744,19/12/2018,19/12/2018,,0.6 miles,,0.3 miles,,,,,
98,36139849,"Old Kent Road, Bermondsey SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/36139849,"£1,517 pcm",,14th Mar 2015,Furnished or unfurnished,"A beautifully presented two bedroom top floor flat situated on the North side of the Old Kent Road (A2) near to its junction with St James’s Road and Rotherhithe New Road.The property has undergone complete refurbishment throughout and boasts a bright and airy open plan kitchen lounge with a contemporary fully fitted kitchen, two bedrooms and a luxury bathroom suite.Further benefits include wood floors, Double Glazed windows and skylights.Public transport links include South Bermondsey rail station together with a network of local bus services serving the surrounding area.",-0.067597,51.484768,19/12/2018,19/12/2018,,,,,0.9 miles,,0.6 miles,,
99,39237336,"Varcoe Road, South Bermondsey SE16",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/39237336,"£1,473 pcm",,22nd May 2018,Furnished or unfurnished,"A beautifully presented top floor one double bedroom flat set within a gated development in South Bermondsey, SE16.Located within a few minutes walk of South Bermondsey train station, the property comprises of: Spacious double bedroom, open plan reception room with a fitted kitchen, three piece bathroom suite, private terrace with stunning views of the city, storage, double glazing, gas central heating and a communal garden.",-0.057711,51.485226,19/12/2018,19/12/2018,,,,,,,0.2 miles,0.7 miles,
100,39426001,"Kipling Street, Borough SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/39426001,"£1,560 pcm",,1st Mar 2016,Furnished,"A modern bright and spacious one bedroom first floor flat set within a low rise block minutes from both Borough and London Bridge stations.The property comprises of a spacious reception room, a separate modern fully fitted kitchen, double bedroom and a shower suite.Having undergone recent refurbishment the flat boasts wood flooring throughout, double glazing and is offered in good decorative order.The property is a available furnished and is located within a quiet residential road moments from Borough market, Bermondsey Street and the London Bridge amenities.",-0.087583,51.500716,19/12/2018,19/12/2018,,0.3 miles,,0.3 miles,,,,,
101,44335614,"Old Kent Road, Bermondsey SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/44335614,"£1,517 pcm",,28th Jun 2018,Furnished,"A beautifully presented two bedroom top floor flat situated on the North side of the Old Kent Road (A2) near to its junction with St James’s Road and Rotherhithe New Road.The property has undergone complete refurbishment throughout and boasts a bright and airy open plan kitchen lounge with a contemporary fully fitted kitchen, two bedrooms and a luxury bathroom suite.Further benefits include wood floors, double glazing and skylights.Public transport links include South Bermondsey rail station together with a network of local bus services serving the surrounding area.",-0.067597,51.484768,19/12/2018,19/12/2018,,,,,0.9 miles,,0.6 miles,,
102,44164823,"Fort Road, Bermondsey SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/44164823,"£1,387 pcm",,11th Aug 2018,Furnished,"Recently refurbished one bedroom flat located on the 1st floor of a small purpose built block in Bermondsey SE1.The property comprises of a reception room, separate modern fitted kitchen, double bedroom with built in wardrobe and a three piece tiled bathroom suite.Further benefits include good storage, double glazing, gas central heating and wooden floors throughout.The property also enjoys an excellent location with ample transport links into Central London and just moments from a Tesco superstore, 24hr Asda as well as the various other amenities offered on Old Kent Road while the wide open green spaces of Burgess Park are also easily accessible.",-0.072783,51.490546,19/12/2018,19/12/2018,0.7 miles,,,,,,0.8 miles,,
103,43289958,"Burnham Close, London SE1",1 bed terraced house to rent,https://www.zoopla.co.uk/to-rent/details/43289958,"£1,192 pcm",,3rd Mar 2017,Furnished,"Residential Realtors is delighted to market this 1 bed Apartment in a wonderful location, situated in London SE1, offering amazing comfortable living and convenience with simplicity. The Apartment is presented in outstanding condition and fitted with all the basic facilities including: Close to public transport, Fitted Kitchen, Open Plan Kitchen/Living room, Parking, Shops and amenities nearby.",-0.072741,51.489826,19/12/2018,19/12/2018,0.7 miles,,,,,,0.8 miles,,
104,43189679,"Grange Road, London Bridge SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/43189679,"£1,712 pcm",,16th Mar 2017,Furnished or unfurnished,"A purpose built development on Grange Road close to Spa Road within reach of, London Bridge, Bermondsey and with excellent bus routes.The apartment offers 2 double bedrooms (1 en-suite), good sized family bathroom, fully fitted kitchen and reception. The property is close to local amenities with excellent transport links into the City. Perfect for sharers or a couple.",-0.07784,51.495656,19/12/2018,19/12/2018,0.6 miles,,,0.7 miles,,,,,
105,42804726,"Whitegrounds, London Bridge SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/42804726,"£1,733 pcm",,1st Feb 2017,Furnished or unfurnished,"A fantastic 2 bed split level property located in the heart of London Bridge SE1.The property comprises of a spacious open plan kitchen lounge, two double bedrooms and a three piece bathroom suite.Further benefits include wood floors and is available now!",-0.080993,51.501895,19/12/2018,19/12/2018,,0.5 miles,,0.3 miles,,,,,
106,41577793,"Trinity Church Square, Borough SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/41577793,"£1,647 pcm",,28th Feb 2017,Furnished or unfurnished,"A recently refurbished one bedroom apartment within a beautiful Georgian building moments to Borough Station.The apartment benefits from an entrance hall with entry phone system, a large open plan reception room with original sach windows, integrated kitchen including large fridge/freezer, dishwasher, washing machine and granite worktops. The bathroom has been tastefully refurbished and offers a shower over bath and lastly a double bedroom with fitted wardrobes and East facing window.Offered furnished or unfurnished and available now.",-0.093269,51.499118,19/12/2018,19/12/2018,,0.1 miles,0.4 miles,,,,,,
107,36170096,"Long Lane, London Bridge SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/36170096,"£1,712 pcm",,1st Mar 2017,Furnished or unfurnished,"A stylish one bedroom apartment ideally located within walking distance to both London Bridge and Borough mainline stations.The property comprises of an open plan living/dining area with an integrated kitchen with all appliances, a large double bedroom and a luxury three piece bathroom suite. Further benefits include a private terrace, communal landscaped gardens, video entryphone security system and secure underground parking which is available at an additional cost.",-0.084507,51.499182,19/12/2018,19/12/2018,,0.4 miles,,0.4 miles,,,,,
