,listing_id,address,property_type,property_link,price_per_month,featured_property,dates_available,furnishing,description,longitude,latitude,initial_scrape_date,most_recent_scrape_date,Bermondsey,Borough,Elephant & Castle,London Bridge,Queens Road (Peckham),Rotherhithe,South Bermondsey,Surrey Quays,Wapping
57,49637098,"Grange Road, London SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49637098,"£1,322 pcm",,9th Nov 2018,Furnished,"A one double apartment located on the fifth floor of this popular gated development just moments from Bermondsey Street. The property comprises of one double bedroom, reception, separate kitchen and main bathroom. Bridgeview Court benefits from a daytime porter, secure entry system and lift. London Bridge station and The City are all within easy walking distance. Presented furnished and available now.",-0.080443,51.496121,19/12/2018,19/12/2018,,0.7 miles,,0.7 miles,,,,,
58,49623938,"Balaclava Road, London SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49623938,"£1,452 pcm",,,Unfurnished,"Please quote reference 36046 when enquiring about this propertyThe flat comprises two spacious double bedrooms, a living/reception room, first floor family bathroom and separate kitchen. Currently unfurnished.The flat has good bus and tube links. Bermondsey Underground Station (Zone 2) is a 15 minute walk.Southernwood Retail park and Superstore is a 6 minute walk away.Canary Wharf - 21 minsBank - 27 minsBond Street - 27 minsEPC - C",-0.072164,51.490869,19/12/2018,19/12/2018,0.6 miles,,,,,,0.8 miles,,
59,49609531,"Canada Water Plough Wy, London SE16",3 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49609531,"£1,750 pcm",,19th Dec 2018,Furnished,"Property Reference: 467114.This is a 3 bedroom apartment (2 doubles and 1 single) in the central area of Canada Water. The property is a maisonette so has two floors with the lounge and kitchen on the top 1st first along with an additional WC. The 3 bedrooms and the shower room bathroom are located on the 2nd floor, and the bedrooms and shower room. The apartment is walking distance to Canada Water, Jubilee line station ( Just a few stops from the City or Greenwich) which is a pleasant 10 minute walk through Brunswick quay waterside dock and shopping center to the station. There is also the added station of Surrey Quays Station just next to the shopping center too, which is on the East London Line. Here you will also find a wealth of shopping just 5 minutes from the apartment in Surrey Quays shopping center, with a Tesco's, Boots, coffee bars and all shops etc, additionally there is a Decathlon super store, bowling alleys and restaurants in the same location. The apartment is furnished, it also has a new boiler, gas central heating system and has just had a new kitchen and shower room fitted, completely re decorated and new carpets. High street shopping facilities are also just around the corner, with post office, banks and coffee bars. North Greenwich is just a few stops to the East and the West End shopping is just a few miles West, providing excellent location for weekend entertainment whichever direction . Great flat, excellent space for sharing professionals, will consider students post grad's with guarantors.£20.00 referencing only for all paperwork each. References and deposit required.Please provide a brief introduction, with the number of tenants sharing, and ideal moving dates.There is street parking outside and locally.No agent enquiries please.Summary & Exclusions:- Rent Amount: £1,750.00 per month (£403.85 per week)- Deposit / Bond: £1,750.00- 3 Bedrooms- 1 Bathrooms- Property comes furnished- Available to move in from 19 December, 2018- Minimum tenancy term is 12 months- Maximum number of tenants is 4- No DSS / Housing Benefit Applicants- Students welcome to enquire- No Pets, sorry- No Smokers- Family Friendly- Bills not included- No Parking Available- No Garden Access- EPC Rating: C If calling, please quote reference: 467114 Fees:You will not be charged any admin fees.Referencing for tenants only costs £20 each, if requested by the landlord for this property.** Contact today to book a viewing and have the landlord show you round! **Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.OpenRent endeavours to make all property particulars as accurate and reliable as possible, however if you require any further clarification or information please contact us. When applying for a tenancy using the Rent Now process, you will be required to pay one month's rent and any deposit before moving in. This will be paid to OpenRent and released to the landlord once you have moved in. With OpenRent there are no administration fees to pay, although you may need to pay £20 per tenant to cover the cost of referencing if required by the landlord.",-0.0436,51.492194,19/12/2018,19/12/2018,,,,,,,,0.2 miles,
60,49609160,"Crosby Row, Borough SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49609160,"£1,690 pcm",,,,"Long let. A charming two bedroom flat boasting a superb location just off of Borough High Street, featuring a bright reception room and separate fitted kitchen.Crosby Row benefits from immediate access to a superb selection of shops, bars and restaurants on Borough High Street, Southwark Street and the fantastic Southbank area.",-0.088637,51.501363,19/12/2018,19/12/2018,,0.2 miles,,0.3 miles,,,,,
61,40356708,"Tower Bridge Road, London SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/40356708,"£1,452 pcm",,3rd Jan 2019,Unfurnished,"Complete is delighted to market this luxury one-bedroom/one-bathroom property in the development Glass House.Located on the 2nd floor of this development, the property provides you with an open plan of living space overlooking Tower Bridge Road. The bedroom will benefit from garden views and is carpeted for your comfort. There will be under floor heating throughout the property, with individual control for each room.Our favourite feature of this development is its location! Based at the start of Tower Bridge Road, the development is surrounded by a rich choice of amenities in the area. The development also benefits from a wonderful communal garden available for all residents to enjoy. The open plan kitchen is integrated with top of the range Siemens appliances and storage units. Other appliances in the property include: Washing machine, dishwasher, electric oven/hob, microwave, and fridge/freezer.Glass House is located within a 10-minute walk to Borough (Northern Line) and London Bridge (Northern Line, Jubilee Line, National Rail) Underground Stations. You can also walk to the other end of Tower Bridge Road where you would be able to enjoy a number of London’s tourist attractions such as: Tower of London, City Hall, Bermondsey Antique Market, and many more including The Shard, and the famous Borough Market close to London Bridge station.The area is ideal for any full time professional seeking easy access to the City, and is also perfect for students looking to walk to King’s College or Guy’s Hospital. Shopping amenities like Tesco and Sainsbury’s are a stone throw away, and you can benefit from lovely walks along the river Thames!For viewings or more information, please contact our expert team of lettings negotiators!Please note that images are used for illustration pursposes only",-0.083908,51.495602,19/12/2018,19/12/2018,,0.6 miles,,0.7 miles,,,,,
62,49580421,"Kipling Street, Borough SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49580421,"£1,300 pcm",,15th Dec 2018,Furnished,"A modern bright and spacious one bedroom first floor flat set within a low rise block minutes from both Borough and London Bridge stations.The property comprises of a spacious reception room, a separate modern fully fitted kitchen, double bedroom and a shower suite.Having undergone recent refurbishment the flat boasts wood flooring throughout, double glazing and is offered in good decorative order.The property is a available furnished and is located within a quiet residential road moments from Borough market, Bermondsey Street and the London Bridge amenities.",-0.087583,51.500716,19/12/2018,19/12/2018,,0.3 miles,,0.3 miles,,,,,
63,44280720,"Stubbs Drive, London SE16",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/44280720,"£1,192 pcm",,14th Dec 2018,Furnished,"This beautiful very well-presented one double bedroomed apartment is situated on the third floor (Top ) in this small very well kept modern development. Bright and airy with neutral decor throughout and designated parking space. This lovely apartment is set within the much sort-after South Bermondsey area, just moments from the station. This beautiful development is located on a a quiet residential street.Offering well proportioned rooms, recently redecorated with a modern open plan kitchen reception room, stylish bathroom and good sized bedroom.South Bermondsey station is a few minutes walkaway and Bermondsey Station (Jubilee Line) is also accessible, both offering direct links to London Bridge, Canary Wharf and beyond .There are also excellent and frequent buses offering options both in and out of central London.Locally you have various shops and large supermarkets on your doorstep.",-0.059072,51.488458,19/12/2018,19/12/2018,,,,,,,0.2 miles,0.6 miles,
64,49479064,"Spenlow House, Jamaica Road, London SE16",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49479064,"£1,352 pcm",,29th Oct 2018,Furnished,"Detailed DescriptionAvailable now is this fantastic one bedroom flat offers bright and well-presented interiors throughout and benefits from an excellent location in Bermondsey.The property comprises of a double room, bathroom, separated lounge with balcony and separated kitchen,The flat benefits from a superb central location in the heart of Bermondsey and close proximity to the great range of amenities of Jamaica Road, while Bermondsey station is on the other side of the road.Call us now to book your viewing",-0.064452,51.498493,19/12/2018,19/12/2018,0.1 miles,,,,,,,,0.5 miles
65,45603640,"Law Street, London SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/45603640,"£1,603 pcm",premium-listing,,,"This recently refurbished two double bed roomed apartment is located in the heart of Borough. Located on the second floor of this small and very well maintained ex-local authority building.Boasting a stylish interior with wooden floors throughout, modern fitted kitchen diner, two generous sized double bedrooms and contemporary bathroom with walk in shower.For transport Borough tube station ( Northern line)is moments away and London Bridge Train and Tube station (Jubilee, Northern line and overground), as well as the ever vibrant Borough Market and Bermondesy Street are all within easy walking distance.",-0.086872,51.497395,19/12/2018,19/12/2018,,0.4 miles,,0.5 miles,,,,,
66,49467974,"Antonine Heights, City Walk, London Bridge SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49467974,"£1,690 pcm",,18th Dec 2018,Furnished,"Key features:Antonine HeightsLondon Bridge516 Sq ftOne Double BedroomSecond Floor ApartmentBalconySecure Parking Fantastic LocationFull description:Stunning 516 st ft second floor apartment situated within this sought after purpose built new development Antonine Heights loacted momnets from fashionalble Bermondsey Street, the famous Borugh Market and London Bridge mainline/underground stationsThis spacious one bedroom second floor well presented apartment comprises entrance hall with storage cupboard, open plan living/dining room with access to generous balcony, separate kitchen with fitted units and integrated appliances, double bedroom and bathroom with contemporary white suite. Benefits include lift and an allocated secure parking space. Viewing is highly recommended in order to appreciate the internal condition and location of this stylish apartment. Sole agent",-0.084151,51.499087,19/12/2018,19/12/2018,,0.4 miles,,0.4 miles,,,,,
67,42983825,"Elim Estate, Weston Street, London SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/42983825,"£1,387 pcm",,6th Dec 2018,,"Located in the heart of London Bridge this impressive one bedroomed apartment is situated moments from Bermondsey Streeet and Borough Market. Neutral decor throughout and wooden floors. This property comprises of one large bedroom, separate kitchen and fully tiled bathroom and massive living room.This beautiful property is perfect for professionals or students.London Bridge station and Borough Station are minutes away.",-0.085224,51.498232,19/12/2018,19/12/2018,,0.4 miles,,0.5 miles,,,,,
68,46921339,"Tabard Street, London SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/46921339,"£1,517 pcm",,18th Dec 2018,Part furnished,"Superbly located and situated on the first floor of this very well kept ex-local authority building.Neutral decor throughout and wooden floors. This property comprises of two well proportioned bedrooms, separate kitchen, modern bathroom and delightful balcony.For Transport London Bridge Station and Borough Station are moments away.The green open spaces of Tabard Gardens and the bars and restaurants of Bermondsey Street and Tower Bridge Road are also close by.",-0.087339,51.496585,19/12/2018,19/12/2018,,0.4 miles,0.6 miles,,,,,,
69,45600636,"Chartes House, Steven Street Off Abbey Street SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/45600636,"£1,300 pcm",,30th Nov 2018,Part furnished,"Prime location been off Tower Bridge zone 1. This lovely good sized ground floor flat has a double bedroom separate Lounge & Open plan Kitchen with Bath & Shower along with double glazed windows. The property is 12 mins walk to London Bridge Station & offers permit parking. Chartes Houses is very close and convenient to local shops, bars, banks and restaurants not forgetting the luxury Shad Thames Bars & Restaurants. The Property is also nicely located for Buses to & from Central London including Night Buses back from Central London. If you fancy an exciting walk try walking along Tower Bridge itself with its amazing River Thames views.NoticeAll photographs are provided for guidance only.",-0.079219,51.49781,19/12/2018,19/12/2018,,0.7 miles,,0.6 miles,,,,,
70,49364761,"Albany Road, London SE5",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49364761,"£1,499 pcm",,15th Nov 2018,Unfurnished,"Top floor apartment in a private development with a secure bike storage. Comprising two bedrooms, two bathrooms, fitted kitchen, and living room with Juliet Balcony overlooking Burgess Park. The flat benefits from storage cupboards and access to the loft space. To the rear there is off street resident parking, for which you have one permanent pass and one guest parking pass. Elephant and Castle (Zone 1) station is just over a mile away and there are many frequent buses to central buses, with a stop just 200 yards from the flat. Call now to book a viewingLoungeKitchenEnsuiteMaster BedroomBedroom TwoMain BathroomBedroom Two Alt",-0.077343,51.487617,19/12/2018,19/12/2018,0.9 miles,,,,,,1.0 mile,,
71,49311949,"St James Road, Bermondsey SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49311949,"£1,517 pcm",,1st Nov 2018,Furnished or unfurnished,"A selection of brand new two bedroom apartments set within a purpose built development near Bermondsey station.The property has undergone complete refurbishment throughout and boasts an open plan living room with a modern fully fitted kitchen, two good size bedrooms, a luxury modern shower suite and parking.The property is close to all the local amenities of the Old Kent Road and has excellent transport links into Central London.",-0.066102,51.48638,19/12/2018,19/12/2018,0.8 miles,,,,,,0.5 miles,,
72,49302516,"St James Road, Bermondsey SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49302516,"£1,170 pcm",,1st Nov 2018,Furnished or unfurnished,"A selection of brand new one bedroom apartments set within a purpose built development near Bermondsey station.The property has undergone complete refurbishment throughout and boasts an open plan living room with a modern fully fitted kitchen, a good size bedroom, a luxury modern shower suite and parking.The property is close to all the local amenities of the Old Kent Road and has excellent transport links into Central London.",-0.066102,51.48638,19/12/2018,19/12/2018,0.8 miles,,,,,,0.5 miles,,
73,49267264,"Kipling Estate, London SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49267264,"£1,733 pcm",,5th Oct 2018,,"Re/max presents this lovely 2 bedroom apartment near London Bridge SE1. This 4th floor apartment comprises 2 double bedrooms, large reception room with private balcony, modern eat-in kitchen, bathroom and separate toilet. Carpets throughout, benefits from gas central heating and double glazing.Superbly located in the heart of SE1, walking distance to London bridge, Borough market and Bermondsey street. Excellent transport links and plenty of cafe, bars and restaurant.Available now.Please contact the office for viewings",-0.085811,51.500723,19/12/2018,19/12/2018,,0.3 miles,,0.3 miles,,,,,
74,49243127,SE16,1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49243127,"£1,625 pcm",,15th Oct 2018,Furnished,"This contemporary, bright and airy, one bedroomed apartment is located in this stunning modern development. Larger than average and boasting a extremely high and contemporary finish. Wooden floors throughout, luxury fully tiled bathroom, stylish open plan reception room with fully fitted high specification kitchen, charming communal gardens and secure private parking.For transport, Bermondsey tube Station (Jubilee Line) is minutes away with directs links to Canary wharf, London Bridge, Waterloo and the West End.(Includes private parking).",-0.071525,51.495786,19/12/2018,19/12/2018,0.4 miles,,,,,,,,0.8 miles
75,49179429,"Chaucer Drive, London SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49179429,"£1,196 pcm",,7th Nov 2019,Part furnished,"Chaucer Drive SE1. This spacious one bedroom property is set within a popular private development a short distance from Grange Road. Located within a secure block the property offers good living space throughout and fully furnished. There are many amenities locally such as the Tesco's Extra across the road and great transport links surround the area such as the Cycle Superhighway, local bus routes and Bermondsey underground station being close by! Don't miss out, call our lettings team to arrange a viewing on",-0.074016,51.489307,19/12/2018,19/12/2018,0.8 miles,,,,,,0.8 miles,,
76,45052952,"Chaucer Drive, London SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/45052952,"£1,248 pcm",,10th Nov 2018,Furnished,Set within a popular private development a short distance from Grange Road is this charming one bedroom first floor flat. Offering good living space throughout and fully furnished. Call to arrange a viewing on .,-0.074016,51.489307,19/12/2018,19/12/2018,0.8 miles,,,,,,0.8 miles,,
77,49140232,"St Saviours Estate, London Bridge SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49140232,"£1,690 pcm",,,,"Long let. This spacious two bedroom top-floor flat boasts a large reception room with space-to-dine, well equipped fitted kitchen, lovely private balcony and a fantastic location close to London Bridge.St Saviours Estate is well situated close to the riverside amenities of Tower Bridge and the South Bank with Shad Thames offering a superb selection of restaurants and bars as well as being within easy reach of London Bridge Station.",-0.077549,51.497432,19/12/2018,19/12/2018,0.6 miles,,,0.6 miles,,,,,
78,49045078,"Fulmar House, London SE16",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/49045078,£900 pcm,,19th Dec 2018,Furnished,"Property Reference: 338323.Lovely spacious 1-bed flat situated in a central location in the residential area in canada water/surrey quays neighbourhood.Living room w/bookcase, desk and shelving, dining table, 4 chairs, three-seat sofa, curtains, laminate flooring and carpetBedroom w/built-in wardrobe and two standalone wardrobes, full-size double bed, full-length mirror, curtains, carpeted flooring.Magnet kitchen w/gas hob, electric oven, microware, zanussi fridge-freezer and zanussi washer-drier.Bathroom w/3-piece suit with bath and overhead showerExcellent transport links day and night--tube, overground, serveral bus routes, a minute walk from surrey quays station and approx 5 mins walk from canada waterSummary & Exclusions:- Rent Amount: £900.00 per month (£207.69 per week)- Deposit / Bond: £1,300.00- 1 Bedrooms- 1 Bathrooms- Property comes furnished- Available to move in from 19 December, 2018- Minimum tenancy term is 3 months- Maximum number of tenants is 2- No DSS / Housing Benefit Applicants- Students welcome to enquire- No Pets, sorry- Smokers considered- Family Friendly- Bills not included- No Parking Available- No Garden Access- EPC Rating: C If calling, please quote reference: 338323 Fees:You will not be charged any admin fees.Referencing for tenants only costs £20 each, if requested by the landlord for this property.** Contact today to book a viewing and have the landlord show you round! **Request Details form responded to 24/7, with phone bookings available 9am-9pm, 7 days a week.OpenRent endeavours to make all property particulars as accurate and reliable as possible, however if you require any further clarification or information please contact us. When applying for a tenancy using the Rent Now process, you will be required to pay one month's rent and any deposit before moving in. This will be paid to OpenRent and released to the landlord once you have moved in. With OpenRent there are no administration fees to pay, although you may need to pay £20 per tenant to cover the cost of referencing if required by the landlord.",-0.044849,51.49262,19/12/2018,19/12/2018,,,,,,,,0.1 miles,
79,48956302,"Plough Way, London, Greater London SE16",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/48956302,"£1,582 pcm",,20th Sep 2018,,"Newly Refurbished spacious 2/3 bedroom flat ideally situated close to an abundance of transport links and local amenities.Large lounge rooms (which can be use as 3rd bedroom) and 2 double bedroom and modern separated fully fitted kitchen, carpet throughout.Further benefits include carpet flooring, central heating, double glazing.",-0.0436,51.492194,19/12/2018,19/12/2018,,,,,,,,0.2 miles,
80,48951362,"Rossetti Road, London SE16",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/48951362,"£1,582 pcm",,24th Sep 2018,Unfurnished,"Detailed DescriptionAvailable from 24th September is this two bedroom one bathroom apartment located on the ground floor with a well proportioned bedroom, second double bedroom, spacious living room and fully fitted kitchen.The well maintained block is conveniently located for South Bermondsey overground and Bermondsey tube which offers quick access to the City and Canary Wharf and also the amenities of Surrey Quays and Southwark Park. Tower Bridge is just a 25 minute walk away.Call now to book your appoitment on",-0.061115,51.488501,19/12/2018,19/12/2018,,,,,,,0.3 miles,0.6 miles,
81,3503492,"Long Lane, London SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/3503492,"£1,712 pcm",,20th May 2017,Furnished,"Davis and Gibbs are pleased to bring to the market this stunning double bedroom luxury apartment. The property is located just a short walk to London Bridge Station or Borough tube. Offers an excellent size double bedroom big luxury bathroom, fully fitted modern kitchen, lots of storage, lovely lounge. The property is perfect for professional sharers and available to view now. Call today to arrange a viewing. Lounge (Reception)BathroomBedroomKitchen",-0.08458,51.498455,19/12/2018,19/12/2018,,0.4 miles,,0.5 miles,,,,,
82,30362023,"Elephant Lane, Rotherhithe SE16",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/30362023,"£1,400 pcm",,1st Dec 2018,Furnished,"Housing Benefit Tenants: NoOwner's Position on Pets: NoneMy-Let reference for enquiries: 2220G9Making EnquiriesComplete the form or call us on the number on this page (no need for both). Once you've completed the form, we'll email you straight back or if calling, quote our property reference, 2220G9 along with the full address, including the area.1 Bed Flat in Historic, Riverside Area of RotherhitheThis cool, furnished, 1st floor flat is in a quiet backwater of residential Rotherhithe. Triple glazed windows and patio doors. Washing machine, fridge, dishwasher, electric radiators, underfloor heating to bathroom/shower-room...All with plenty of storage.The flat is situated just 50m from The River Thames, with balcony views over-looking the lovely local park and just 5 mins stroll along the river to the historic Mayflower pub.The flat has it`s own private parking and is 5 mins walk to local underground stations with direct links into The City and Central LondonDimensionsBedroom 2.7m x 2.7mBathroom 1.8m x 1.8mEntrance Hallway 1.6m x 1.8mLiving room 4.3m x 4.1mKitchen 3.59mApplication FeesNo Tenant FeesDeposit: £1,700Making EnquiriesComplete the form or call us on the number on this page (no need for both). Once you've completed the form, we'll email you straight back or if calling, quote our property reference, 2220G9 along with the full address, including the area.",-0.055832,51.500608,19/12/2018,19/12/2018,,,,,,0.2 miles,,,
83,48853758,"Long Lane, London Bridge SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/48853758,"£1,733 pcm",,8th Sep 2018,Furnished or unfurnished,"A stunning one bedroom modern apartment situated on the 5th floor of this popular development conveniently located for London Bridge, Borough stations and nearbyBermondsey Street and Bermondsey Square with their vast array of bars and restaurants.The apartment boasts a spacious reception room leading to a private balcony, a fully integrated kitchen with modern appliances, one good size double bedroom and a three piece bathroom suite.Further benefits include, wood floors, private parking and a private balcony and storage.The property is Offered fully furnished and is available now!",-0.084507,51.499182,19/12/2018,19/12/2018,,0.4 miles,,0.4 miles,,,,,
84,44363265,"Lower Road, Surrey Quays SE16",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/44363265,"£1,668 pcm",,11th Dec 2018,Furnished,A lovely brand new 2 bedroom refurbished flat new on the market in the heart of Surrey Quays and only a 2 minute walk to Surrey Quays Shopping Centre and a 5 minute walk to Canada Water Station. This property has a spacious modern kitchen with a lovely terrace outside perfect for any occasion. Newly installed shower and a elegant bathroom with tiles. Good sized 2 bedrooms with wooden flooring and gas central heating throughout the property this is a must see!NoticeAll photographs are provided for guidance only.,-0.046801,51.492787,19/12/2018,19/12/2018,,,,,,,,0.1 miles,
85,48704345,"Rotherhithe New Road, London SE16",3 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/48704345,"£1,668 pcm",,5th Jan 2019,Furnished,"The Champs are pleased to offer wonderfull cozy three bedroom one bathroom flat in Surrey Quays. The flat has to offer spacious fully furnished double rooms with plenty of natural sunlight. Seperate fully fitted kitchen with all the white goods in place. The living room has been converted into a third room which is handy for students or multiple occupancy. The flat is located within five minutes walk to Surrey Quays overground station that easily connects to Central London, City or Canary Wharf area. There are also plenty of local amenities around such as Surrey Quays Shopping Centre, Post Office, Banks, Barber Shops, Sport Complex and massive Southwark Park. Please call or send us an email to arrange a viewings",-0.048158,51.491713,19/12/2018,19/12/2018,,,,,,,,0.1 miles,
86,44355216,"434 Old Kent Road, London SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/44355216,"£1,573 pcm",,4th Sep 2018,,"SummaryStunning Two Bedroom split level apartment offered with the benefit of two private balconies and versatile living space. The development also offers access to the secure communal courtyard area and the secure bike storage area.DescriptionMilestone House is an attractive new development housing a selection of 1 & 2 bedroom properties located off the Old Kent Road conveniently surrounded by local supermarkets, bars and restaurants. The excellent transport links near by will get you into the city in under 30 minutes.The apartment is split over two levels and consists of a large open plan lounge/kitchen with high end integrated appliances, a modern three piece family bathroom suite, two good sized double bedrooms and access to three private balconies. Inside the development you will also have access to a communal courtyard with children's play area and secure push bike storage.As part of our application process, fees will become due for referencing, tenancy agreement administration and an inventory check, these will be charged in addition to the Rent and Deposit that will be payable before the tenancy starts.Please contact our Branch for full details of the fees payable before you make any decision about this property or before you decide to view this property. Our Branch staff can provide you with an explanation of how these fees are calculated, please note that the referencing fees are charged per individual and should a Guarantor be required, this would attract additional referencing fees.While every reasonable effort is made to ensure the accuracy of descriptions and content, we should make you aware of the following guidance or limitations.  (1) money laundering regulations – prospective tenants will be asked to produce identification documentation during the referencing process and we would ask for your co-operation in order that there will be no delay in agreeing a tenancy. (2) These particulars do not constitute part or all of an offer or contract. (3) The text, photographs and plans are for guidance only and are not necessarily comprehensive. (4) Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully to satisfy yourself of their accuracy. (5) You should make your own enquiries regarding the property, particularly in respect of furnishings to be included/excluded and what parking facilities are available. (6) Before you enter into any tenancy for one of the advertised properties, the condition and contents of the property will normally be set out in a tenancy agreement and inventory. Please make sure you carefully read and agree with the tenancy agreement and any inventory provided before signing these documents.",-0.07149,51.485687,19/12/2018,19/12/2018,0.9 miles,,,,,,0.7 miles,,
87,44987306,"Old Kent Road, London SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/44987306,"£1,447 pcm",,11th Aug 2018,Unfurnished,"SummaryMilestone House is an attractive new development housing a selection of 1 & 2 bedroom properties located off the Old Kent Road conveniently surrounded by local supermarkets, bars and restaurants. The excellent transport links near by will get you into the city in under 30 minutes.The apartment is split over two levels and consists of a large open plan lounge/kitchen with high end integrated appliances, a modern three piece family bathroom suite, good sized double bedroom and access to private balconies. Inside the development you will also have access to a communal courtyard with children's play area and secure push bike storage.DescriptionMilestone House is an attractive new development housing a selection of 1 & 2 bedroom properties located off the Old Kent Road conveniently surrounded by local supermarkets, bars and restaurants. The excellent transport links near by will get you into the city in under 30 minutes.The apartment is split over two levels and consists of a large open plan lounge/kitchen with high end integrated appliances, a modern three piece family bathroom suite, good sized double bedroom and access to private balconies. Inside the development you will also have access to a communal courtyard with children's play area and secure push bike storage.As part of our application process, fees will become due for referencing, tenancy agreement administration and an inventory check, these will be charged in addition to the Rent and Deposit that will be payable before the tenancy starts.Please contact our Branch for full details of the fees payable before you make any decision about this property or before you decide to view this property. Our Branch staff can provide you with an explanation of how these fees are calculated, please note that the referencing fees are charged per individual and should a Guarantor be required, this would attract additional referencing fees.While every reasonable effort is made to ensure the accuracy of descriptions and content, we should make you aware of the following guidance or limitations.  (1) money laundering regulations – prospective tenants will be asked to produce identification documentation during the referencing process and we would ask for your co-operation in order that there will be no delay in agreeing a tenancy. (2) These particulars do not constitute part or all of an offer or contract. (3) The text, photographs and plans are for guidance only and are not necessarily comprehensive. (4) Measurements: These approximate room sizes are only intended as general guidance. You must verify the dimensions carefully to satisfy yourself of their accuracy. (5) You should make your own enquiries regarding the property, particularly in respect of furnishings to be included/excluded and what parking facilities are available. (6) Before you enter into any tenancy for one of the advertised properties, the condition and contents of the property will normally be set out in a tenancy agreement and inventory. Please make sure you carefully read and agree with the tenancy agreement and any inventory provided before signing these documents.",-0.07149,51.485687,19/12/2018,19/12/2018,0.9 miles,,,,,,0.7 miles,,
88,4732463,"Trocette Mansions, Bermondsey Street, London SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/4732463,"£1,733 pcm",,6th Nov 2018,Furnished,"Key features:Two Double Bedrooms Large Reception Room Fantastic Location FurnishedFull description:Fantastic spacious modern apartment located within fashionable Bermondsey Street, moments from London Bridge for mainline/underground stations, Bermondsey Square with its art house cinema, cafes and antiques market and Tower Bridge for access into the City.This recently refurbished apartment is available furnished and comprises entrance hall with storage, spacious living/dining room, separate fitted kitchen with integrated appliances and work surfaces, master bedroom, double guest bedroom two and bathroom. The apartment is located within a secure gated development with allocated parking and is considered ideal for convenient access to the City via Tower Bridge, London Bridge underground/mainline stations and Bermondsey Square.",-0.082124,51.496904,19/12/2018,19/12/2018,,0.6 miles,,0.6 miles,,,,,
89,48311843,"Law Street, London, Greater London SE1",1 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/48311843,"£1,560 pcm",,2nd Aug 2018,Furnished,"Residential Realtors is delighted to market this 1 Apartment in a wonderful location, situated in London SE14EA, offering amazing comfortable living and convenience with simplicity. The Apartment is presented in outstanding condition and fitted with all the basic facilities including: Close to public transport, Fitted Kitchen, Fully Furnished, Shops and amenities nearby.",-0.087139,51.497211,19/12/2018,19/12/2018,,0.4 miles,,0.6 miles,,,,,
90,47853437,"Oxley Close, Bermondsey SE1",2 bed flat to rent,https://www.zoopla.co.uk/to-rent/details/47853437,"£1,560 pcm",,1st Aug 2018,Furnished or unfurnished,"A fantastic spacious two double bedroom flat in a popular purpose built development in SE1.The property comprises of a large living area with plenty of light, separate fully fitted modern kitchen, two double bedrooms with ample storage and a three piece bathroom suite.Oxley Close enjoys an excellent location just moments from a Tesco superstore, 24hr Asda and various other amenities offered on Old Kent Road while the wide open green spaces of Burgess Park are also easily accessible.",-0.072762,51.488999,19/12/2018,19/12/2018,0.7 miles,,,,,,0.8 miles,,
