,listing_id,address,no_rooms,price,property_types,property_link,reduced/added,date_reduced/added,no_pictures,latitude,longitude,agent_name,agent_number,most_recent_scrape_date,initial_scrape_date
143,76988372,"Kirby Estate, Bermondsey",2,"£375,000", flat,https://www.rightmove.co.uk//property-for-sale/property-76988372.html,Added ,2018-08-11 00:00:00,5,51.498064,-0.059821,"Dexters, London Bridge",020 7650 5100,22/02/2019,21/02/2019
144,68405233,"Lower Road, Canada Water, SE16",1,"£360,000", flat,https://www.rightmove.co.uk//property-for-sale/property-68405233.html,Added ,2018-07-11 00:00:00,7,51.493997,-0.048999,"Foxtons, London Bridge",020 8012 6757,22/02/2019,21/02/2019
145,56624733,"Marigold Street, Bermondsey",3,"£450,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-56624733.html,Reduced ,2018-06-11 00:00:00,2,51.49905,-0.06228,"Martin & Co, London Bridge - Lettings & Sales",020 8012 6166,22/02/2019,21/02/2019
146,55773225,"Marigold Street, Bermondsey",3,"£450,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-55773225.html,Reduced ,2018-06-11 00:00:00,2,51.49905,-0.06228,"Martin & Co, London Bridge - Lettings & Sales",020 8012 6166,22/02/2019,21/02/2019
147,76920323,"Harper Road, Elephant and Castle",1,"£485,000", flat,https://www.rightmove.co.uk//property-for-sale/property-76920323.html,Added ,2018-05-11 00:00:00,8,51.49642,-0.09394,Kinleigh Folkard & Hayward - Land and New Homes,020 8012 2773,22/02/2019,21/02/2019
148,57544080,"Llewellyn Street, Bermondsey",3,"£450,000", maisonett,https://www.rightmove.co.uk//property-for-sale/property-57544080.html,Added ,2018-02-11 00:00:00,15,51.49851,-0.06792,"Oliver Jaques, Surrey Quays",020 8012 4508,22/02/2019,21/02/2019
149,73521278,"Purbrook Estate, Purbrook Street, London",3,"£445,000", duplex,https://www.rightmove.co.uk//property-for-sale/property-73521278.html,Reduced ,2018-02-11 00:00:00,6,51.498665,-0.07934,"Hastings International, London Bridge",020 8012 3343,22/02/2019,21/02/2019
150,66300079,"Southwark Park Road, London",4,"£465,000", maisonett,https://www.rightmove.co.uk//property-for-sale/property-66300079.html,Reduced ,2018-10-31 00:00:00,14,51.492788,-0.070359,"The Express Estate Agency, Nationwide",0161 468 0617,22/02/2019,21/02/2019
151,67922140,"Kite House, Bermondsey SE1",1,"£315,000", flat,https://www.rightmove.co.uk//property-for-sale/property-67922140.html,Reduced ,2018-10-31 00:00:00,6,51.489458,-0.0624,"Alex Neil Estate Agents, South East London - Sales",020 8012 0319,22/02/2019,21/02/2019
152,56980638,"Rennie Estate, London",2,"£255,000", flat,https://www.rightmove.co.uk//property-for-sale/property-56980638.html,Reduced ,2018-10-30 00:00:00,11,51.49051,-0.05813,"Barnard Marcus, Peckham",020 8012 6707,22/02/2019,21/02/2019
153,67707679,"Meakin Estate, Tower Bridge",2,"£417,000", flat,https://www.rightmove.co.uk//property-for-sale/property-67707679.html,Reduced ,2018-10-29 00:00:00,7,51.496959,-0.082859,"Dexters, London Bridge",020 7650 5100,22/02/2019,21/02/2019
154,68219269,"Canute Gardens, Surrey Quays SE16",3,"£390,000", duplex,https://www.rightmove.co.uk//property-for-sale/property-68219269.html,Added ,2018-10-29 00:00:00,4,51.49218,-0.048714,"Alex Neil Estate Agents, South East London - Sales",020 8012 0319,22/02/2019,21/02/2019
155,67662559,"Southwark Park Road, Southwark Park Road",4,"£460,000", flat,https://www.rightmove.co.uk//property-for-sale/property-67662559.html,Reduced ,2018-10-26 00:00:00,8,51.492882,-0.070734,"Dexters, London Bridge",020 7650 5100,22/02/2019,21/02/2019
156,57517875,"Varcoe Road, London, SE16",2,"£435,000", flat,https://www.rightmove.co.uk//property-for-sale/property-57517875.html,Added ,2018-10-25 00:00:00,9,51.485701,-0.057925,"Purplebricks, covering London",0121 396 0233,22/02/2019,21/02/2019
157,54730428,"Newington Causeway, Elephant & Castle",1,"£375,000", flat,https://www.rightmove.co.uk//property-for-sale/property-54730428.html,Reduced ,2018-10-25 00:00:00,11,51.49597,-0.09929,"Kinleigh Folkard & Hayward - Sales, London Bridge",020 8012 2031,22/02/2019,21/02/2019
158,68776540,"Law Street, London Bridge",2,"£380,000", flat,https://www.rightmove.co.uk//property-for-sale/property-68776540.html,Reduced ,2018-10-23 00:00:00,6,51.497191,-0.086814,"Dexters, London Bridge",020 7650 5100,22/02/2019,21/02/2019
159,57362229,"Crosslet Street, Elephant & Castle",1,"£250,000", flat,https://www.rightmove.co.uk//property-for-sale/property-57362229.html,Reduced ,2018-10-22 00:00:00,1,51.49227,-0.085829,"Dexters, Kennington",020 7650 5102,22/02/2019,21/02/2019
160,57395451,"Rossetti Road, Bermondsey",2,"£375,000", flat,https://www.rightmove.co.uk//property-for-sale/property-57395451.html,Added ,2018-10-19 00:00:00,12,51.48842,-0.06115,"Kinleigh Folkard & Hayward - Sales, Canada Water",020 8012 2766,22/02/2019,21/02/2019
161,57387087,"Sanctuary Street, London, SE1",1,"£500,000", flat,https://www.rightmove.co.uk//property-for-sale/property-57387087.html,Added ,2018-10-19 00:00:00,10,51.501184,-0.095315,"Gordon & Co, Elephant & Castle",020 8012 9148,22/02/2019,21/02/2019
162,69635983,"Falmouth Road, Borough, SE1",2,"£420,000", flat,https://www.rightmove.co.uk//property-for-sale/property-69635983.html,Added ,2018-10-16 00:00:00,9,51.495631,-0.094234,"Foxtons, London Bridge",020 8012 6757,22/02/2019,21/02/2019
163,57326955,"Sheppard Drive, South Bermondsey SE16",2,"£347,500", flat,https://www.rightmove.co.uk//property-for-sale/property-57326955.html,Added ,2018-10-16 00:00:00,7,51.489045,-0.061884,"Alex Neil Estate Agents, South East London - Sales",020 8012 0319,22/02/2019,21/02/2019
164,58313178,"Trevithick house, Bermondsey, SE16",2,"£245,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-58313178.html,Added ,2018-10-15 00:00:00,5,51.490388,-0.058831,"Stonebridge, London",020 8012 7213,22/02/2019,21/02/2019
165,76366598,"Haddonfield, London, SE8 5AT",2,"£319,950", flat,https://www.rightmove.co.uk//property-for-sale/property-76366598.html,Added ,2018-10-15 00:00:00,7,51.49095,-0.04548,"Hunters, Surrey Quays",020 8012 4439,22/02/2019,21/02/2019
166,67912762,"Old Kent Road, Elephant and Castle",2,"£415,000", flat,https://www.rightmove.co.uk//property-for-sale/property-67912762.html,Added ,2018-10-10 00:00:00,8,51.492275,-0.082042,"Dexters, London Bridge",020 7650 5100,22/02/2019,21/02/2019
167,67895518,"Kimmins Court, Bermondsey SE16",3,"£250,000", maisonett,https://www.rightmove.co.uk//property-for-sale/property-67895518.html,Added ,2018-09-10 00:00:00,9,51.497496,-0.069405,"Alex Neil Estate Agents, South East London - Sales",020 8012 0319,22/02/2019,21/02/2019
168,67893997,"Metro Central Heights, Newington Causeway, London",1,"£220,000", flat,https://www.rightmove.co.uk//property-for-sale/property-67893997.html,Added ,2018-09-10 00:00:00,9,51.496052,-0.099221,"Doorsteps.co.uk, National",01298 445019,22/02/2019,21/02/2019
169,57041937,"Argyle Way, Bermondsey",3,"£500,000", terraced house,https://www.rightmove.co.uk//property-for-sale/property-57041937.html,Added ,2018-05-10 00:00:00,14,51.48641,-0.0644,"Kinleigh Folkard & Hayward - Sales, Canada Water",020 8012 2766,22/02/2019,21/02/2019
170,67843960,"Brodie House, Bermondsey SE1",3,"£395,000", maisonett,https://www.rightmove.co.uk//property-for-sale/property-67843960.html,Added ,2018-05-10 00:00:00,8,51.488398,-0.073256,"Alex Neil Estate Agents, South East London - Sales",020 8012 0319,22/02/2019,21/02/2019
171,76099337,Abbey Street London Bridge SE1,2,"£429,995", flat,https://www.rightmove.co.uk//property-for-sale/property-76099337.html,Added ,2018-03-10 00:00:00,7,51.49786,-0.07746,"Acorn, London Bridge",020 8012 2625,22/02/2019,21/02/2019
172,55173288,"George Row, Bermondsey SE16",1,"£355,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-55173288.html,Reduced ,2018-02-10 00:00:00,8,51.49981,-0.07003,"Leonard Leese, London",020 8012 3009,22/02/2019,21/02/2019
173,56870529,"Pardoner Street, Borough",1,"£399,950", flat,https://www.rightmove.co.uk//property-for-sale/property-56870529.html,Added ,2018-09-28 00:00:00,12,51.49785,-0.08769,"Kinleigh Folkard & Hayward - Sales, London Bridge",020 8012 2031,22/02/2019,21/02/2019
174,64159240,"Bush Road, Deptford, SE8",2,"£375,000", flat,https://www.rightmove.co.uk//property-for-sale/property-64159240.html,Reduced ,2018-09-21 00:00:00,9,51.490344,-0.045612,"Foxtons, Greenwich",020 8012 6747,22/02/2019,21/02/2019
175,67621753,"Empire Square South, Empire Square, London",1,"£500,000", flat,https://www.rightmove.co.uk//property-for-sale/property-67621753.html,Added ,2018-09-21 00:00:00,12,51.500198,-0.090026,"Chestertons Estate Agents , Tower Bridge",020 8012 3880,22/02/2019,21/02/2019
176,49411344,"Congreve Street, London, SE17",5,"£474,950", flat,https://www.rightmove.co.uk//property-for-sale/property-49411344.html,Reduced ,2018-09-20 00:00:00,7,51.49122,-0.08379,"home2u ltd, London",020 8012 5092,22/02/2019,21/02/2019
177,66197197,"Amina Way, Bermondsey SE16",3,"£399,999", duplex,https://www.rightmove.co.uk//property-for-sale/property-66197197.html,Reduced ,2018-09-20 00:00:00,9,51.494911,-0.068623,"Alex Neil Estate Agents, South East London - Sales",020 8012 0319,22/02/2019,21/02/2019
178,67503637,"Cadet Drive, South Bermondsey, SE1",1,"£350,000", house,https://www.rightmove.co.uk//property-for-sale/property-67503637.html,Added ,2018-09-14 00:00:00,7,51.489004,-0.071119,"Foxtons, London Bridge",020 8012 6757,22/02/2019,21/02/2019
179,56284590,"37 Southwark Bridge Road, Southwark, SE1",1,"£500,000", flat,https://www.rightmove.co.uk//property-for-sale/property-56284590.html,Added ,2018-08-27 00:00:00,18,51.505777,-0.095122,"Purplebricks, covering London",0121 396 0233,22/02/2019,21/02/2019
180,75039398,Thorburn Square London SE1,1,"£310,000", flat,https://www.rightmove.co.uk//property-for-sale/property-75039398.html,Added ,2018-08-18 00:00:00,9,51.49079,-0.06854,"Acorn, London Bridge",020 8012 2625,22/02/2019,21/02/2019
181,56145252,"Emba Street, London, SE16",2,"£475,000", maisonett,https://www.rightmove.co.uk//property-for-sale/property-56145252.html,Added ,2018-08-16 00:00:00,12,51.499788,-0.063261,"Kalmars Residential , Shad Thames",020 8012 7289,22/02/2019,21/02/2019
182,66626095,"St. Helena Road, Surrey Quays SE16",1,"£272,000", flat,https://www.rightmove.co.uk//property-for-sale/property-66626095.html,Reduced ,2018-08-14 00:00:00,6,51.490584,-0.047328,"Alex Neil Estate Agents, South East London - Sales",020 8012 0319,22/02/2019,21/02/2019
183,56075121,Maltby Street London Bridge SE1,1,"£499,995", flat,https://www.rightmove.co.uk//property-for-sale/property-56075121.html,Added ,2018-08-14 00:00:00,8,51.49909,-0.07568,"Acorn, London Bridge",020 8012 2625,22/02/2019,21/02/2019
184,69635977,"Yaldham House, Southwark, SE1",4,"£499,950", flat,https://www.rightmove.co.uk//property-for-sale/property-69635977.html,Reduced ,2018-08-13 00:00:00,10,51.491142,-0.082523,"Foxtons, London Bridge",020 8012 6757,22/02/2019,21/02/2019
185,66835693,"Tower Bridge Buildings, Mill Street, London, London, SE1 2AZ",1,"£460,000", flat,https://www.rightmove.co.uk//property-for-sale/property-66835693.html,Added ,2018-07-08 00:00:00,5,51.500404,-0.072324,"House Network, National",01245 930165,22/02/2019,21/02/2019
186,66285943,"Longfield Estate, Bermondsey",3,"£399,950", flat,https://www.rightmove.co.uk//property-for-sale/property-66285943.html,Reduced ,2018-02-08 00:00:00,7,51.49151,-0.07384,"Kinleigh Folkard & Hayward - Sales, London Bridge",020 8012 2031,22/02/2019,21/02/2019
187,54890475,"Oxley Close, Bermondsey, SE1",1,"£280,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-54890475.html,Reduced ,2018-07-23 00:00:00,8,51.488996,-0.072767,"Purplebricks, covering London",0121 396 0233,22/02/2019,21/02/2019
188,72279407,"The Rise, Lant Street, London, SE1",1,"£500,000", flat,https://www.rightmove.co.uk//property-for-sale/property-72279407.html,Reduced ,2018-07-23 00:00:00,8,51.501054,-0.095623,"Stirling Ackroyd, London Bridge",020 8012 2405,22/02/2019,21/02/2019
189,50439231,"Corelli Court, Lynton Road SE1",2,"£440,000", flat,https://www.rightmove.co.uk//property-for-sale/property-50439231.html,Reduced ,2018-07-23 00:00:00,10,51.4896,-0.062087,"Leonard Leese, London",020 8012 3009,22/02/2019,21/02/2019
190,61813615,"Yalding Road, South Bermondsey, SE16",2,"£400,000", flat,https://www.rightmove.co.uk//property-for-sale/property-61813615.html,Reduced ,2018-07-16 00:00:00,11,51.493225,-0.070279,"Foxtons, London Bridge",020 8012 6757,22/02/2019,21/02/2019
191,64068490,"Congreve Street, Walworth",5,"£474,950", flat,https://www.rightmove.co.uk//property-for-sale/property-64068490.html,Reduced ,2018-07-16 00:00:00,1,51.49069,-0.084218,"Davis & Gibbs Ltd, London",020 8012 1115,22/02/2019,21/02/2019
192,65155318,"Freemantle Street, Elephant and Castle, SE17",2,"£400,000", flat,https://www.rightmove.co.uk//property-for-sale/property-65155318.html,Reduced ,2018-11-07 00:00:00,6,51.489531,-0.082461,"Foxtons, London Bridge",020 8012 6757,22/02/2019,21/02/2019
193,59774920,"Upnor Way, Elephant and Castle, SE17",1,"£279,995", flat,https://www.rightmove.co.uk//property-for-sale/property-59774920.html,Reduced ,2018-06-07 00:00:00,6,51.487668,-0.079573,"Foxtons, London Bridge",020 8012 6757,22/02/2019,21/02/2019
194,68961157,"Oliver House, George Row, London SE16",1,"£397,000", flat,https://www.rightmove.co.uk//property-for-sale/property-68961157.html,Reduced ,2018-06-07 00:00:00,9,51.49978,-0.0683,"ludlowthompson, Canada Water",020 8012 6536,22/02/2019,21/02/2019
195,51780960,"Yalding Road, Bermondsey",2,"£400,000", flat,https://www.rightmove.co.uk//property-for-sale/property-51780960.html,Reduced ,2018-06-29 00:00:00,14,51.49343,-0.07015,"Kinleigh Folkard & Hayward - Sales, Canada Water",020 8012 2766,22/02/2019,21/02/2019
196,68033482,"Chaucer Drive, Bermondsey, London, SE1",1,"£325,000", maisonett,https://www.rightmove.co.uk//property-for-sale/property-68033482.html,Added ,2018-06-20 00:00:00,6,51.490248,-0.074214,"Williams Lynch, London",020 8012 2590,22/02/2019,21/02/2019
197,76480409,"Rotherhithe Old Road, London",3,"£325,000", flat,https://www.rightmove.co.uk//property-for-sale/property-76480409.html,Reduced ,2018-08-06 00:00:00,15,51.492622,-0.04828,"Property Eagle, Surrey",01903 443270,22/02/2019,21/02/2019
198,73657628,"Falmouth Road, London, SE1",2,"£425,000", flat,https://www.rightmove.co.uk//property-for-sale/property-73657628.html,Added ,2018-06-06 00:00:00,8,51.4958,-0.09411,"EXLA London, London",020 3858 2720,22/02/2019,21/02/2019
199,72789584,"St. Saviours Estate, London",3,"£434,999", flat,https://www.rightmove.co.uk//property-for-sale/property-72789584.html,Reduced ,2018-10-05 00:00:00,7,51.498333,-0.078609,"Doorsteps.co.uk, National",01298 445019,22/02/2019,21/02/2019
200,54199785,"Tempus Wharf, Axis Court, Shad Thames SE16",1,"£495,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-54199785.html,Added ,2018-03-05 00:00:00,8,51.50093,-0.06739,"Chase Evans, Elephant and Castle",020 3858 2444,22/02/2019,21/02/2019
201,60159856,"Borough High Street, Borough, SE1",1,"£485,000", flat,https://www.rightmove.co.uk//property-for-sale/property-60159856.html,Reduced ,2018-04-25 00:00:00,9,51.50083,-0.094392,"Foxtons, London Bridge",020 8012 6757,22/02/2019,21/02/2019
202,56441511,"Kinglake Estate, Walworth, London, SE17",3,"£355,000", flat,https://www.rightmove.co.uk//property-for-sale/property-56441511.html,Added ,2018-04-16 00:00:00,9,51.488682,-0.0791,"YOUR MOVE - Pereira, Camberwell",020 8012 3817,22/02/2019,21/02/2019
203,52038975,"West Grove, Orchard View, Elephant Park, SE1",1,"£499,000", flat,https://www.rightmove.co.uk//property-for-sale/property-52038975.html,Reduced ,2018-06-04 00:00:00,10,51.4957,-0.0993,"Moving City, London",020 8012 4623,22/02/2019,21/02/2019
204,70457744,Tanner Street London Bridge SE1,2,"£485,000", flat,https://www.rightmove.co.uk//property-for-sale/property-70457744.html,Reduced ,2018-03-26 00:00:00,6,51.50042,-0.07995,"Acorn, London Bridge",020 8012 2625,22/02/2019,21/02/2019
205,52988391,Cadbury Way,1,"£255,000", flat,https://www.rightmove.co.uk//property-for-sale/property-52988391.html,Added ,2018-02-16 00:00:00,7,51.49416,-0.07128,"Martin & Co, London Bridge - Lettings & Sales",020 8012 6166,22/02/2019,21/02/2019
206,43420152,"Long Lane, London",1,"£339,950", flat,https://www.rightmove.co.uk//property-for-sale/property-43420152.html,Added ,2016-02-08 00:00:00,9,51.499832,-0.087563,"McMahon & Partners, London",020 3858 2774,22/02/2019,21/02/2019
207,71062724,"Canute Gardens, Surrey Quays, London, SE16 2PN",3,"£460,000", flat,https://www.rightmove.co.uk//property-for-sale/property-71062724.html,Added ,2018-01-19 00:00:00,8,51.49254,-0.04945,"Hunters, Surrey Quays",020 8012 4439,22/02/2019,21/02/2019
208,63191386,"Rowcross Street, Bermondsey, SE1",2,"£395,000", maisonett,https://www.rightmove.co.uk//property-for-sale/property-63191386.html,Added ,2017-12-15 00:00:00,7,51.488303,-0.0739,"Foxtons, London Bridge",020 8012 6757,22/02/2019,21/02/2019
209,51564261,"Chancellor House, 395 Rotherhithe New Road, London",1,"£425,000", apartment,https://www.rightmove.co.uk//property-for-sale/property-51564261.html,Reduced ,2017-12-13 00:00:00,8,51.484934,-0.066267,"Hastings International, London Bridge",020 8012 3343,22/02/2019,21/02/2019
210,75367874,"Henley Drive, Bermondsey, SE1",2,"£430,000", flat,https://www.rightmove.co.uk//property-for-sale/property-75367874.html,Added ,2017-03-10 00:00:00,8,51.493695,-0.073161,"Williams Lynch, London",020 8012 2590,22/02/2019,21/02/2019
211,36996843,"Newington Causeway, Elephant & Castle",2,, flat,https://www.rightmove.co.uk//property-for-sale/property-36996843.html,Added ,2015-10-15 00:00:00,0,51.49597,-0.09929,"Kinleigh Folkard & Hayward - Sales, London Bridge",020 8012 2031,21/02/2019,21/02/2019
212,53171204,"Long Lane, Borough",2,, flat,https://www.rightmove.co.uk//property-for-sale/property-53171204.html,Reduced ,2015-08-14 00:00:00,0,51.50112,-0.08986,"Kinleigh Folkard & Hayward - Sales, London Bridge",020 8012 2031,21/02/2019,21/02/2019
213,58744983,Empire Square South London SE1,1,, flat,https://www.rightmove.co.uk//property-for-sale/property-58744983.html,Reduced ,2019-11-02,8,51.50014,-0.09004,"Acorn, London Bridge",020 8012 2625,21/02/2019,21/02/2019
